dwc:catalogNumber,dwc:ownerInstitutionCode,dwc:collectionCode,dwc:otherCatalogNumbers,dwc:individualCount,dcw:verbatimLabel,dwc:preparations,ABCD:KindOfUnit,dwc:sex,dwc:lifeStage,dwc:scientificName,dwc:taxonRank,dwc:typeStatus,dwc:vernacularName,dwc:previousIdentifications,dwc:eventDate_from,dwc:eventDate_to,dwc:recordedBy_collector,dwc:continent,dwc:countryCode,dwc:country,dwc:locality,dwc:decimalLongitude,dwc:decimalLatitude,dwc:coordinateUncertaintyInMeters,Spectrum:acquisitionMethod,Spectrum:acquisitionSource,Spectrum:acquisitionDate,dwc_ExtensionSimpleMultimedia:identifier,dwc_ExtensionSimpleMultimedia:rightsHolder,dwc_ExtensionSimpleMultimedia:license
MUD000044,KU Leuven,Museum of Zoology,941,1,"941<br/>Jufferkraan<br/>anthropoides virgo<br/>juv.<br/>♂","mounted: mounted skin",complete specimen,male,juvenile,"Anthropoides virgo (Linnaeus, 1758)",species,not applicable,Demoiselle Crane,Grus virgo,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306333/stream"" target=""_url_details"">https://resolver.libis.be/FL17306333/stream</a>; <a href=""https://resolver.libis.be/FL17306334/stream"" target=""_url_details"">https://resolver.libis.be/FL17306334/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000045,KU Leuven,Museum of Zoology,114,1,"114<br/>Kraanvogel<br/>grus grus<br/>♀ jonge vogel<br/>Limburg","mounted: mounted skin",complete specimen,female,juvenile,"Grus grus (Linnaeus, 1758)",species,not applicable,Common Crane,,,,,Europe,,,Limburg,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17902119/stream"" target=""_url_details"">https://resolver.libis.be/FL17902119/stream</a>; <a href=""https://resolver.libis.be/FL17902120/stream"" target=""_url_details"">https://resolver.libis.be/FL17902120/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000046,KU Leuven,Museum of Zoology,113,1,"113<br/>Kraanvogel<br/>grus grus<br/> ♂<br/>ad<br/>Limburg","mounted: mounted skin",complete specimen,male,adult,"Grus grus (Linnaeus, 1758)",species,not applicable,Common Crane,,,,,Europe,,,Limburg,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306363/stream"" target=""_url_details"">https://resolver.libis.be/FL17306363/stream</a>; <a href=""https://resolver.libis.be/FL17306364/stream"" target=""_url_details"">https://resolver.libis.be/FL17306364/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000047,KU Leuven,Museum of Zoology,1254,1,"1254<br/>Jan Van Gent<br/>sula bassana<br/>♂<br/>3e kjaar<br/>winter<br/>M ♂","mounted: mounted skin",complete specimen,male,juvenile,"Morus bassanus (Linnaeus, 1758)",species,not applicable,Northern Gannet,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306375/stream"" target=""_url_details"">https://resolver.libis.be/FL17306375/stream</a>; <a href=""https://resolver.libis.be/FL17306376/stream"" target=""_url_details"">https://resolver.libis.be/FL17306376/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000048,KU Leuven,Museum of Zoology,951,1,"951<br/>Jan van Gent<br/>sula bassana<br/>juv.<br/>Vermoedelijk 1e winter<br/>= al tamelijk veel wit, het sterk gespot beeld reeds verdwenen","mounted: mounted skin",complete specimen,,juvenile,"Morus bassanus (Linnaeus, 1758)",species,not applicable,Northern Gannet,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306389/stream"" target=""_url_details"">https://resolver.libis.be/FL17306389/stream</a>; <a href=""https://resolver.libis.be/FL17306390/stream"" target=""_url_details"">https://resolver.libis.be/FL17306390/stream</a>; <a href=""https://resolver.libis.be/FL17306391/stream"" target=""_url_details"">https://resolver.libis.be/FL17306391/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000049,KU Leuven,Museum of Zoology,ML1,1,"Kraanvogel<br/>(juv. donskleed)<br/>ML1","mounted: mounted skin",complete specimen,,juvenile,"Grus grus (Linnaeus, 1758)",species,not applicable,Common Crane,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306402/stream"" target=""_url_details"">https://resolver.libis.be/FL17306402/stream</a>; <a href=""https://resolver.libis.be/FL17306403/stream"" target=""_url_details"">https://resolver.libis.be/FL17306403/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000050,KU Leuven,Museum of Zoology,99,1,"99<br/>Jan van Gent<br/>sula bassana<br/>volwassen.<br/>Jan van Gent<br/>volwassen exemplaar!","mounted: mounted skin",complete specimen,,adult,"Morus bassanus (Linnaeus, 1758)",species,not applicable,Northern Gannet,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306414/stream"" target=""_url_details"">https://resolver.libis.be/FL17306414/stream</a>; <a href=""https://resolver.libis.be/FL17306415/stream"" target=""_url_details"">https://resolver.libis.be/FL17306415/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000051,KU Leuven,Museum of Zoology,582,1,"Dwergaalscholver<br/>Phalacrocorax pygmaeus<br/>ad ♂<br/>Winter<br/>582","mounted: mounted skin",complete specimen,male,adult,"Microcarbo pygmeus (Pallas, 1773)",species,not applicable,Pygmy Cormorant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306426/stream"" target=""_url_details"">https://resolver.libis.be/FL17306426/stream</a>; <a href=""https://resolver.libis.be/FL17306427/stream"" target=""_url_details"">https://resolver.libis.be/FL17306427/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000052,KU Leuven,Museum of Zoology,1013,1,"1013<br/>Aalscholver<br/>phalacrocorax carbo<br/>juv <br/>september<br/>Klotteraard/Turnhout","mounted: mounted skin",complete specimen,,juvenile,"Phalacrocorax carbo (Linnaeus, 1758)",species,not applicable,Great Cormorant,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Turnhout, Klotteraard",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306438/stream"" target=""_url_details"">https://resolver.libis.be/FL17306438/stream</a>; <a href=""https://resolver.libis.be/FL17306439/stream"" target=""_url_details"">https://resolver.libis.be/FL17306439/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000053,KU Leuven,Museum of Zoology,709,1,"Dwergaalscholver<br/>phalacrocorax pygmaeus<br/>juv<br/>tussenkleed of 2e jeugdkleed !?!<br/>Zwergscharbe<br/>Phalacrocorax pygmeus<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.<br/>709","mounted: mounted skin",complete specimen,,juvenile,"Microcarbo pygmeus (Pallas, 1773)",species,not applicable,Pygmy Cormorant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306450/stream"" target=""_url_details"">https://resolver.libis.be/FL17306450/stream</a>; <a href=""https://resolver.libis.be/FL17306451/stream"" target=""_url_details"">https://resolver.libis.be/FL17306451/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000054,KU Leuven,Museum of Zoology,496,1,"496<br/>Dodaars<br/>podiceps ruficollis<br/>ad<br/>♂<br/>zomerkleed<br/>kleiput Beerse","mounted: mounted skin",complete specimen,male,adult,"Tachybaptus ruficollis (Pallas, 1764)",species,not applicable,Little Grebe,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse, clay pit ",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306462/stream"" target=""_url_details"">https://resolver.libis.be/FL17306462/stream</a>; <a href=""https://resolver.libis.be/FL17306463/stream"" target=""_url_details"">https://resolver.libis.be/FL17306463/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000055,KU Leuven,Museum of Zoology,641,1,"641<br/>Aalscholver<br/>phalacrocorax carbo<br/>ad<br/> ♂<br/>broedkleed","mounted: mounted skin",complete specimen,male,adult,"Phalacrocorax carbo (Linnaeus, 1758)",species,not applicable,Great Cormorant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306474/stream"" target=""_url_details"">https://resolver.libis.be/FL17306474/stream</a>; <a href=""https://resolver.libis.be/FL17306475/stream"" target=""_url_details"">https://resolver.libis.be/FL17306475/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000056,KU Leuven,Museum of Zoology,98,1,"98<br/>Aalscholver<br/>phalacrocorax carbo<br/>2e winter herfst?","mounted: mounted skin",complete specimen,,,"Phalacrocorax carbo (Linnaeus, 1758)",species,not applicable,Great Cormorant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306486/stream"" target=""_url_details"">https://resolver.libis.be/FL17306486/stream</a>; <a href=""https://resolver.libis.be/FL17306487/stream"" target=""_url_details"">https://resolver.libis.be/FL17306487/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000057,KU Leuven,Museum of Zoology,1090,1,"1090<br/>Aalscholver<br/>phalacrocorax carbo<br/>ad<br/>prachtkleed<br/>Voorjaar<br/>Witte dijvlek","mounted: mounted skin",complete specimen,,adult,"Phalacrocorax carbo (Linnaeus, 1758)",species,not applicable,Great Cormorant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306498/stream"" target=""_url_details"">https://resolver.libis.be/FL17306498/stream</a>; <a href=""https://resolver.libis.be/FL17306499/stream"" target=""_url_details"">https://resolver.libis.be/FL17306499/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000058,KU Leuven,Museum of Zoology,84,1,"Dodaars<br/>Podiceps ruficollis<br/>♀<br/>winter<br/>ingetrokken houding<br/>84","mounted: mounted skin",complete specimen,female,adult,"Tachybaptus ruficollis (Pallas, 1764)",species,not applicable,Little Grebe,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306510/stream"" target=""_url_details"">https://resolver.libis.be/FL17306510/stream</a>; <a href=""https://resolver.libis.be/FL17306511/stream"" target=""_url_details"">https://resolver.libis.be/FL17306511/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000059,KU Leuven,Museum of Zoology,827,1,"827<br/>Kuifduiker<br/>podiceps auritus<br/>ad<br/>prachtkleed<br/>7 - 2","mounted: mounted skin",complete specimen,,adult,"Podiceps auritus (Linnaeus, 1758)",species,not applicable,Horned Grebe,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306522/stream"" target=""_url_details"">https://resolver.libis.be/FL17306522/stream</a>; <a href=""https://resolver.libis.be/FL17306523/stream"" target=""_url_details"">https://resolver.libis.be/FL17306523/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000060,KU Leuven,Museum of Zoology,1062,1,"Dodaars<br/>Podiceps ruficollis<br/>ad ♂<br/>voorjaar<br/>Beerse<br/>1062","mounted: mounted skin",complete specimen,male,adult,"Tachybaptus ruficollis (Pallas, 1764)",species,not applicable,Little Grebe,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306534/stream"" target=""_url_details"">https://resolver.libis.be/FL17306534/stream</a>; <a href=""https://resolver.libis.be/FL17306535/stream"" target=""_url_details"">https://resolver.libis.be/FL17306535/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000061,KU Leuven,Museum of Zoology,622,1,"622<br/>Roodhalsfuut<br/>podiceps sandvicensis<br/>tussen winter en zomer","mounted: mounted skin",complete specimen,,,"Podiceps grisegena (Boddaert, 1783)",species,not applicable,"Red-necked Grebe",Podiceps sandvicensis,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306546/stream"" target=""_url_details"">https://resolver.libis.be/FL17306546/stream</a>; <a href=""https://resolver.libis.be/FL17306547/stream"" target=""_url_details"">https://resolver.libis.be/FL17306547/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000062,KU Leuven,Museum of Zoology,83,1,"83<br/>Dodaars<br/>podiceps ruficollis<br/>winter<br/>rechtop houding<br/>DODAARS<br/>winter","mounted: mounted skin",complete specimen,,,"Tachybaptus ruficollis (Pallas, 1764)",species,not applicable,Little Grebe,Podiceps ruficollis,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306558/stream"" target=""_url_details"">https://resolver.libis.be/FL17306558/stream</a>; <a href=""https://resolver.libis.be/FL17306559/stream"" target=""_url_details"">https://resolver.libis.be/FL17306559/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000063,KU Leuven,Museum of Zoology,1037,1,"1037<br/>Dodaars<br/>Podiceps ruficollis<br/>ad ♂<br/>Laat zomer","mounted: mounted skin",complete specimen,male,adult,"Tachybaptus ruficollis (Pallas, 1764)",species,not applicable,Little Grebe,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306570/stream"" target=""_url_details"">https://resolver.libis.be/FL17306570/stream</a>; <a href=""https://resolver.libis.be/FL17306571/stream"" target=""_url_details"">https://resolver.libis.be/FL17306571/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000064,KU Leuven,Museum of Zoology,399,1,"399<br/>podiceps nigricollis<br/>ad<br/>prachtkleed<br/>Duitsland","mounted: mounted skin",complete specimen,,adult,"Podiceps nigricollis C. L. Brehm, 1831",species,not applicable,Eared Grebe,,,,,Europe,DE,Germany,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306582/stream"" target=""_url_details"">https://resolver.libis.be/FL17306582/stream</a>; <a href=""https://resolver.libis.be/FL17306583/stream"" target=""_url_details"">https://resolver.libis.be/FL17306583/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000065,KU Leuven,Museum of Zoology,573,1,"573<br/>Fuut<br/>podiceps cristatus<br/>ad ♀<br/>voorjaar<br/>♂","mounted: mounted skin",complete specimen,female,adult,"Podiceps cristatus (Linnaeus, 1758)",species,not applicable,Great Crested Grebe,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306594/stream"" target=""_url_details"">https://resolver.libis.be/FL17306594/stream</a>; <a href=""https://resolver.libis.be/FL17306595/stream"" target=""_url_details"">https://resolver.libis.be/FL17306595/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000066,KU Leuven,Museum of Zoology,82,1,"82<br/>Fuut<br/>podiceps cristatus<br/>Zomerkleed","mounted: mounted skin",complete specimen,,,"Podiceps cristatus (Linnaeus, 1758)",species,not applicable,Great Crested Grebe,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306606/stream"" target=""_url_details"">https://resolver.libis.be/FL17306606/stream</a>; <a href=""https://resolver.libis.be/FL17306607/stream"" target=""_url_details"">https://resolver.libis.be/FL17306607/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000067,KU Leuven,Museum of Zoology,695,1,"695<br/>Roodhalsfuut<br/>podiceps griseigena<br/>ad<br/>prachtkleed<br/>Rothalstaucher<br/>Podiceps grisegena<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,,adult,"Podiceps grisegena (Boddaert, 1783)",species,not applicable,"Red-necked Grebe",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17306620/stream"" target=""_url_details"">https://resolver.libis.be/FL17306620/stream</a>; <a href=""https://resolver.libis.be/FL17306621/stream"" target=""_url_details"">https://resolver.libis.be/FL17306621/stream</a>; <a href=""https://resolver.libis.be/FL17306622/stream"" target=""_url_details"">https://resolver.libis.be/FL17306622/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000068,KU Leuven,Museum of Zoology,81,1,"81<br/>Fuut <br/>Podiceps cristatus<br/>winterkleed<br/>1965","mounted: mounted skin",complete specimen,male,,"Podiceps cristatus (Linnaeus, 1758)",species,not applicable,Great Crested Grebe,,1965,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL18144179/stream"" target=""_url_details"">https://resolver.libis.be/FL18144179/stream</a>; <a href=""https://resolver.libis.be/FL18144180/stream"" target=""_url_details"">https://resolver.libis.be/FL18144180/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000069,KU Leuven,Museum of Zoology,840,1,"840<br/>Kleine Rietgans<br/>anser brachyrhynchus<br/>juv<br/>1e winter<br/>jong<br/>poten en snavel zien nog geel i.p.v. roze<br/>rug nog te bruin i.p.v. blauwgrijs van de adult","mounted: mounted skin",complete specimen,,juvenile,"Anser brachyrhynchus Baillon, 1834",species,not applicable,"Pink-footed Goose",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17213569/stream"" target=""_url_details"">https://resolver.libis.be/FL17213569/stream</a>; <a href=""https://resolver.libis.be/FL17213570/stream"" target=""_url_details"">https://resolver.libis.be/FL17213570/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000070,KU Leuven,Museum of Zoology,1018,1,"1018<br/>Nijlgans<br/>alopochen aegyptiacus<br/>ad<br/> ♂<br/>januari","mounted: mounted skin",complete specimen,male,adult,"Alopochen aegyptiaca (Linnaeus, 1766)",species,not applicable,Egyptian Goose,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17213581/stream"" target=""_url_details"">https://resolver.libis.be/FL17213581/stream</a>; <a href=""https://resolver.libis.be/FL17213582/stream"" target=""_url_details"">https://resolver.libis.be/FL17213582/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
